Var1,X,Y
167,NaN,NaN
168,1023.25,1891.75
169,1022.5,1858.25
170,1020.25,1820
171,1018,1784.5
172,1015.25,1748.75
173,1016,1710
174,1019.75,1667.75
175,1023.75,1623.75
176,1028,1581.25
177,1039,1529.75
178,1049.75,1481
179,1076.75,1424
180,NaN,NaN
181,NaN,NaN
182,NaN,NaN
183,NaN,NaN
184,NaN,NaN
185,NaN,NaN
186,NaN,NaN
187,1120.5,1890.25
188,1106.25,1864.75
189,1089.25,1842
190,1065.5,1817.1666
191,1058.5,1784.8334
192,1057.8334,1748.8334
193,1058.5,1710.8334
194,1061.8334,1668.1666
195,1066.1667,1623.1666
196,1074.1667,1580.1666
197,1086.5,1527.5
198,1110.1667,1463.8334
199,NaN,NaN
200,NaN,NaN
201,NaN,NaN
202,NaN,NaN
203,NaN,NaN
204,NaN,NaN
205,NaN,NaN
206,NaN,NaN
207,1170.8334,1883.5
208,1155.8334,1860.1666
209,1137.8334,1833.1666
210,1116,1813.5
211,1099.5,1788
212,1097.5,1751
213,1099.5,1712
214,1103.5,1671
215,1106.8334,1625.8334
216,1116.5,1578.5
217,1136.8334,1522.5
218,1158.5,1456.5
219,NaN,NaN
220,NaN,NaN
221,NaN,NaN
222,NaN,NaN
223,NaN,NaN
224,NaN,NaN
225,NaN,NaN
226,NaN,NaN
227,NaN,NaN
228,1193.8334,1859.5
229,1173.5,1839.1666
230,1141.8334,1812.8334
231,1137.5,1793.1666
232,1137.5,1754.5
233,1138.1667,1715.8334
234,1140.5,1673.1666
235,1147.8334,1628.5
236,1152.5,1583.8334
237,1171.8334,1528.8334
238,1209,1447
239,NaN,NaN
240,NaN,NaN
241,NaN,NaN
242,NaN,NaN
243,NaN,NaN
244,NaN,NaN
245,NaN,NaN
246,NaN,NaN
247,NaN,NaN
248,NaN,NaN
249,NaN,NaN
250,NaN,NaN
251,1169.25,1800.25
252,1168.25,1767.25
253,1169,1721.75
254,1171.25,1682
255,1174.75,1639.75
256,1185.25,1597.5
257,1201.25,1540.5
258,1228.5,1478.5
259,NaN,NaN
260,NaN,NaN
261,NaN,NaN
262,NaN,NaN
263,NaN,NaN
264,NaN,NaN
265,NaN,NaN
266,NaN,NaN
267,NaN,NaN
268,NaN,NaN
269,NaN,NaN
270,NaN,NaN
271,1197.5,1814.8334
272,1197.5,1776.1666
273,1197.5,1736.5
274,1198.8334,1697.5
275,1204.1667,1653.1666
276,1211.1667,1610.8334
277,1223.1667,1555.1666
278,1242.8334,1506.8334
279,NaN,NaN
280,NaN,NaN
281,NaN,NaN
282,NaN,NaN
283,NaN,NaN
284,NaN,NaN
285,NaN,NaN
286,NaN,NaN
287,NaN,NaN
288,NaN,NaN
289,NaN,NaN
290,1222.8334,1865.5
291,1223.1667,1826.8334
292,1224.5,1789.5
293,1224.5,1748.5
294,1226.1667,1711.5
295,1232.1667,1665.1666
296,1239.5,1623.5
297,1244.1667,1574.1666
298,1260.8334,1524.8334
299,1291.5,1477.5
300,NaN,NaN
301,NaN,NaN
302,NaN,NaN
303,NaN,NaN
304,NaN,NaN
305,NaN,NaN
306,NaN,NaN
307,1255.5,1989
308,1253,1953
309,1252,1916.5
310,1249.25,1876.25
311,1252,1837
312,1253,1798.75
313,1251.75,1759
314,1253,1720.5
315,1260.75,1673.5
316,1269.25,1629.75
317,1273,1588.25
318,1284.25,1542.25
319,1307.5,1487.8334
320,NaN,NaN
321,NaN,NaN
322,1327.1667,2163.1667
323,1317.8334,2137.1667
324,1312.5,2106.8333
325,1299.1667,2066.1667
326,1290.8334,2033.8334
327,1286.8334,2000.8334
328,1284.3334,1964.8334
329,1284.1667,1927.1666
330,1283.25,1885.875
331,1286.25,1846.875
332,1286.375,1809.625
333,1287.375,1770.125
334,1289.5,1727.5
335,1295.75,1686
336,1304,1639
337,1308.625,1595.25
338,1318.1667,1548.8334
339,1337.75,1489
340,NaN,NaN
341,NaN,NaN
342,1359.5,2169
343,1345.1667,2139.5
344,1339,2110.1667
345,1326.6667,2073.8333
346,1325.8334,2040.8334
347,1321.6667,2005.8334
348,1318.1667,1971.5
349,1318,1933.3334
350,1317.5,1888.3334
351,1319.6667,1857
352,1319,1811.5
353,1321.5,1773.1666
354,1324.6667,1735.6666
355,1331.1667,1690.3334
356,1338.8334,1649.1666
357,1343,1602.8334
358,1355.3334,1554.8334
359,NaN,NaN
360,NaN,NaN
361,1409.5,2193.1667
362,1391.6667,2173.3333
363,1381.6667,2143.1667
364,1374.25,2114.75
365,1367.25,2082.75
366,1360.75,2047
367,1358.5,2013
368,1356.25,1976.5
369,1354.75,1938.5
370,1352.5,1892.5
371,1352.1667,1856.5
372,1354.3334,1813.1666
373,1359.1667,1777.3334
374,1361.5,1738.5
375,1370.5,1696.5
376,1373.8334,1652.1666
377,1386.75,1607
378,1401,1555
379,NaN,NaN
380,NaN,NaN
381,1447.3334,2195.3333
382,1433.8334,2177.6667
383,1421.3334,2148.8333
384,1412.5,2121
385,1404,2084.25
386,1399.25,2051
387,1396.25,2016
388,1393.5,1981.75
389,1392.5,1944
390,1390.1667,1894.5
391,1392.8334,1857.8334
392,1390.8334,1817.8334
393,1397.5,1787.8334
394,1401.1667,1744.5
395,1407.5,1702.1666
396,1413.8334,1658.8334
397,NaN,NaN
398,NaN,NaN
399,NaN,NaN
400,NaN,NaN
401,1487,2196
402,1476.75,2179.75
403,1461.75,2152.75
404,1453.25,2122
405,1445,2086.75
406,1439.1667,2054.8333
407,1436.1667,2020.8334
408,1435.5,1984.5
409,1434.1667,1946.1666
410,1435.8334,1906.8334
411,1435.8334,1868.5
412,1437.1667,1830.8334
413,1437.8334,1789.5
414,1441.1667,1747.8334
415,1442.5,1703
416,NaN,NaN
417,NaN,NaN
418,NaN,NaN
419,NaN,NaN
420,NaN,NaN
421,1534.5,2193.5
422,1523.5,2180.5
423,1507.5,2154
424,1499,2125.5
425,1490,2092.5
426,1485.5,2055.1667
427,1479.5,2021.8334
428,1477.8334,1985.8334
429,1477.8334,1945.5
430,1479.5,1907.1666
431,1483.8334,1865.5
432,NaN,NaN
433,NaN,NaN
434,NaN,NaN
435,NaN,NaN
436,NaN,NaN
437,NaN,NaN
438,NaN,NaN
439,NaN,NaN
440,NaN,NaN
441,NaN,NaN
442,1571.1667,2176.5
443,1556.8334,2154.1667
444,1544.8334,2124.5
445,1535.8334,2091.1667
446,1532.5,2054.5
447,1532.1667,2020.1666
448,1534.1667,1976.5
449,NaN,NaN
450,NaN,NaN
451,NaN,NaN
452,NaN,NaN
453,NaN,NaN
454,NaN,NaN
455,NaN,NaN
456,NaN,NaN
457,NaN,NaN
458,NaN,NaN
459,NaN,NaN
460,NaN,NaN
