 ,X,Y
1,213.4167,3577.9165
2,1993.0625,3475.0000
3,606.5000,3078.8125
4,2408.5000,2866.5000
5,539.3333,2502.8333
6,2324.2500,1539.5000
7,1084.7500,1222.4166
8,2096.0000,753.8334
