Var1,X,Y
162,1301.25,2071
163,1301.75,2021.5
164,1300.75,1975
165,1309.5,1926.75
166,1327.25,1876.75
167,1359.5,1823.25
168,NaN,NaN
169,NaN,NaN
170,NaN,NaN
171,NaN,NaN
172,NaN,NaN
173,NaN,NaN
174,NaN,NaN
175,NaN,NaN
176,NaN,NaN
177,NaN,NaN
178,NaN,NaN
179,1323,2072.75
180,1321.25,2020.75
181,1323.75,1974.75
182,1328.5,1926.25
183,1342,1876.5
184,1368.5,1830.25
185,NaN,NaN
186,NaN,NaN
187,NaN,NaN
188,NaN,NaN
189,NaN,NaN
190,NaN,NaN
191,NaN,NaN
192,NaN,NaN
193,NaN,NaN
194,NaN,NaN
195,NaN,NaN
196,1333,2074.75
197,1331,2024.25
198,1333.5,1978
199,1339.5,1929.25
200,1351,1878.5
201,1377.25,1833.75
202,NaN,NaN
203,NaN,NaN
204,NaN,NaN
205,NaN,NaN
206,NaN,NaN
207,NaN,NaN
208,NaN,NaN
209,NaN,NaN
210,NaN,NaN
211,NaN,NaN
212,1351.1666,2124.1665
213,1345.1666,2075.8333
214,1343.1666,2027.8334
215,1348.1666,1980.1667
216,1357.5,1932.5
217,1367.1666,1883.1667
218,1383.5,1832.8334
219,NaN,NaN
220,NaN,NaN
221,NaN,NaN
222,NaN,NaN
223,NaN,NaN
224,NaN,NaN
225,1403.25,2320.5
226,1384.75,2268.5
227,1377,2220.25
228,1373.5,2172
229,1373,2127
230,1366.75,2078.25
231,1364.75,2029.75
232,1367.75,1982.75
233,1379.5,1934
234,1389.75,1885.5
235,1399,1835.25
236,1429.25,1782.75
237,NaN,NaN
238,NaN,NaN
239,1533,2458.5
240,1489,2414
241,1460.5,2366.5
242,1438,2321
243,1421,2270.5
244,1407,2222.5
245,1398.5,2174.5
246,1397.5,2128.5
247,1394.5,2078.5
248,1393,2033
249,1394.5,1982.5
250,1405.5,1936
251,1415.5,1885
252,1427.5,1836
253,1463,1783.5
254,NaN,NaN
255,NaN,NaN
256,1570.1666,2463.1665
257,1523.1666,2415.5
258,1494.1666,2367.1665
259,1469.8334,2322.1665
260,1450.8334,2270.8333
261,1441.5,2224.1665
262,1431.8334,2176.8333
263,1426.5,2128.1665
264,1423.8334,2079.5
265,1426.5,2033.1667
266,1428.8334,1982.8334
267,1440.1666,1936.1667
268,1447.1666,1885.8334
269,1474.5,1835.8334
270,NaN,NaN
271,NaN,NaN
272,NaN,NaN
273,1617,2459.5
274,1571.5,2415.5
275,1532.5,2367
276,1510.5,2323.5
277,1493,2273
278,1479,2224
279,1471,2177.5
280,1467,2129.5
281,1464.5,2081.5
282,1459.5,2031.5
283,1462.5,1984.5
284,1476,1935
285,1491.1666,1884.8334
286,NaN,NaN
287,NaN,NaN
288,NaN,NaN
289,NaN,NaN
290,1681.5,2454
291,1621,2418
292,1584.5,2371
293,1560.5,2324.5
294,1535,2273.5
295,1527.5,2224.5
296,1523,2178
297,1521,2130
298,1521.8334,2077.8333
299,1517.1666,2029.8334
300,1525.1666,1980.8334
301,1527.25,1937.5
302,NaN,NaN
303,NaN,NaN
304,NaN,NaN
305,NaN,NaN
306,NaN,NaN
307,NaN,NaN
308,1692.8334,2417.1667
309,1668.1666,2371.1667
310,1646.1666,2319.8333
311,NaN,NaN
312,NaN,NaN
313,NaN,NaN
314,NaN,NaN
315,NaN,NaN
316,NaN,NaN
317,NaN,NaN
318,NaN,NaN
319,NaN,NaN
320,NaN,NaN
321,NaN,NaN
322,NaN,NaN
323,NaN,NaN
