 ,X,Y
87,1348.5000,2583.5000
88,1357.0000,2538.0000
89,1359.5000,2492.0000
90,1362.5000,2440.5000
91,1365.0000,2391.5000
92,1363.0000,2342.5000
93,1365.5000,2295.0000
94,1367.0000,2244.5000
95,1367.5000,2195.0000
96,1364.0000,2147.0000
97,1362.5000,2097.5000
98,1358.5000,2046.5000
99,1352.5000,1994.0000
100,1343.0000,1941.5000
101,1330.0000,1886.0000
102,41.7500,48.3750
103,58.8750,43.1250
104,56.6250,44.8750
105,63.2500,46.2500
106,58.1250,49.8750
107,1403.5000,2436.5000
108,1405.5000,2387.5000
109,1408.0000,2340.5000
110,1410.5000,2291.0000
111,1410.0000,2241.5000
112,1412.0000,2191.5000
113,1408.0000,2143.5000
114,1404.5000,2093.5000
115,1400.5000,2042.0000
116,1395.0000,1990.0000
117,1386.5000,1934.5000
118,1373.0000,1878.5000
119,27.4167,53.0833
120,84.0000,4.5000
121,84.0000,9.6667
122,84.0000,17.1667
123,84.5000,22.3333
124,84.5000,29.1667
125,1424.5000,2371.2500
126,1431.0000,2331.7500
127,1449.7500,2287.2500
128,1452.5000,2238.0000
129,1452.5000,2187.5000
130,1450.5000,2138.2500
131,1446.7500,2087.0000
132,1443.0000,2037.5000
133,1435.0000,1984.0000
134,1422.0000,1926.7500
135,93.0000,4.6667
136,93.8333,9.5000
137,107.5000,42.1667
138,106.8333,39.1667
139,107.0000,37.0000
140,107.0000,35.5000
141,107.0000,33.1667
142,1467.5000,2362.2500
143,1475.7500,2323.7500
144,1491.2500,2281.2500
145,1501.2500,2235.7500
146,1500.7500,2185.5000
147,1497.7500,2135.0000
148,1495.2500,2085.0000
149,1488.2500,2033.0000
150,1479.7500,1977.0000
151,1459.2500,1917.0000
152,106.6667,5.5000
153,106.3333,10.1667
154,111.4167,42.9167
155,111.0000,40.5000
156,111.0833,39.0000
157,111.0833,37.3333
158,111.0833,34.8333
159,1514.1667,2357.5000
160,1527.5000,2321.1667
161,1541.8334,2279.1667
162,1550.8334,2234.5000
163,1548.5000,2181.5000
164,1546.5000,2134.1667
165,1543.5000,2084.5000
166,1538.1667,2029.8334
167,1528.1667,1975.5000
168,1506.1667,1911.1666
169,114.0000,5.5000
170,113.6667,10.5000
171,115.2500,43.4167
172,115.3333,41.0000
173,115.2500,39.2500
174,115.2500,37.5833
175,115.2500,35.9167
176,1563.5000,2364.1667
177,1580.8334,2324.8333
178,1595.5000,2280.5000
179,1600.8334,2233.5000
180,1599.8334,2180.8333
181,1597.8334,2131.8333
182,1595.1667,2082.1667
183,1589.8334,2030.8334
184,1582.1667,1976.8334
185,1558.0000,1912.0000
186,120.2500,6.7500
187,120.0000,12.5000
188,124.5000,46.5000
189,124.2500,44.0000
190,124.2500,41.5000
191,123.7500,38.0000
192,1625.5000,2417.0000
193,1639.0000,2372.5000
194,1647.5000,2329.0000
195,1655.0000,2284.0000
196,1655.5000,2233.5000
197,1655.5000,2180.5000
198,1651.5000,2134.0000
199,1649.5000,2083.5000
200,1645.5000,2032.5000
201,1640.0000,1979.0000
202,1624.1667,1917.1666
203,125.8333,7.6667
204,126.1667,13.0000
205,1694.1667,2592.8333
206,1694.1667,2572.8333
207,1700.0000,2524.0000
208,1704.0000,2480.0000
209,1705.5000,2428.0000
210,1707.5000,2379.5000
211,1707.5000,2331.8333
212,1708.1667,2283.8333
213,1706.8334,2233.5000
214,1706.5000,2183.8333
215,1704.5000,2133.5000
216,1701.1667,2084.5000
217,1697.5000,2033.8334
218,1694.5000,1981.1666
219,1684.8334,1926.1666
220,131.8750,13.5000
221,131.8750,6.6250
222,1749.0000,2616.0000
223,1751.5000,2573.5000
224,1758.0000,2524.0000
225,1761.0000,2478.0000
226,1760.5000,2429.0000
227,1761.5000,2380.5000
228,1762.5000,2331.5000
229,1760.5000,2282.0000
230,1760.5000,2233.5000
231,1759.5000,2182.5000
232,1757.5000,2133.5000
233,1752.5000,2082.5000
234,1751.0000,2034.0000
235,1748.0000,1981.5000
236,1740.5000,1928.5000
237,140.2500,8.0000
238,140.0000,14.5000
239,1798.5000,2614.5000
240,1804.1667,2571.1667
241,1807.8334,2522.5000
242,1811.1667,2478.5000
243,1812.8334,2427.5000
244,1812.8334,2378.1667
245,1812.8334,2329.1667
246,1811.5000,2282.8333
247,1810.8334,2231.5000
248,1809.5000,2182.8333
249,1806.5000,2133.1667
250,1804.1667,2083.1667
251,1801.5000,2031.8334
252,1796.8334,1982.1666
253,1791.5000,1929.1666
254,147.5000,9.5000
255,146.7500,15.0000
256,1847.5000,2609.2500
257,1852.7500,2568.5000
258,1856.2500,2520.7500
259,1858.5000,2475.8333
260,1859.8334,2425.5000
261,1861.8334,2377.8333
262,1859.8334,2329.1667
263,1858.5000,2280.5000
264,1857.5000,2231.5000
265,1859.5000,2181.1667
266,1855.1667,2129.8333
267,1853.5000,2080.8333
268,1848.8334,2031.1666
269,157.0000,8.5000
270,162.0000,18.5000
271,156.8333,21.1667
272,160.5000,24.8333
273,1897.0000,2602.0000
274,1899.5000,2566.0000
275,1903.0000,2517.0000
276,1906.0000,2473.0000
277,1907.5000,2422.5000
278,1908.0000,2375.5000
279,1909.0000,2328.0000
280,1908.5000,2277.5000
281,1905.0000,2231.0000
282,1905.5000,2178.1667
283,1902.5000,2129.1667
284,1900.5000,2079.1667
285,166.0000,8.3750
286,165.8750,11.2500
287,165.8750,14.6250
288,166.3750,17.2500
289,167.3750,19.8750
290,173.7500,45.2500
291,1947.5000,2562.0000
292,1950.5000,2517.0000
293,1952.5000,2471.5000
294,1953.5000,2420.0000
295,1953.5000,2371.0000
296,1953.5000,2323.5000
297,1953.0000,2276.0000
298,1952.0000,2227.5000
299,1950.0000,2175.5000
300,1946.5000,2126.0000
301,180.2500,10.0000
302,182.5000,15.2500
303,189.0000,16.7500
304,184.2500,19.5000
305,190.7500,22.5000
306,185.7500,24.0000
307,198.3125,1.5625
308,198.3125,2.6875
309,198.3125,3.7500
310,198.5625,5.0625
311,198.5625,6.1250
312,198.5625,7.4375
313,198.5625,9.0000
314,198.9375,10.0000
315,198.9375,11.2500
316,199.0000,12.5000
317,199.1250,14.0625
318,199.3750,15.5000
319,199.3750,17.0000
320,199.2500,17.8750
321,199.4375,19.2500
322,199.3125,21.0000
323,199.3125,22.4375
